year,parent_entity,parent_type,total_emissions_MtCO2e
1973,Bapco Energies,State-owned Entity,1.40724848059601240000
1974,Bapco Energies,State-owned Entity,1.47838735235833154000
1975,Bapco Energies,State-owned Entity,8.18554442687650450000
1976,Bapco Energies,State-owned Entity,8.45802869376187330000
1977,Bapco Energies,State-owned Entity,10.34133630984881900000
1978,Bapco Energies,State-owned Entity,9.98223605622796900000
1979,Bapco Energies,State-owned Entity,9.62313580260712000000
1980,Bapco Energies,State-owned Entity,15.44005924831044800000
1981,Bapco Energies,State-owned Entity,16.60675919082853700000
1982,Bapco Energies,State-owned Entity,17.04455522972818600000
1983,Bapco Energies,State-owned Entity,17.62790520098722950000
1984,Bapco Energies,State-owned Entity,16.97211853609492800000
1985,Bapco Energies,State-owned Entity,18.94061277259329800000
1986,Bapco Energies,State-owned Entity,20.68907474782037500000
1987,Bapco Energies,State-owned Entity,19.21897900577014500000
1988,Bapco Energies,State-owned Entity,20.57926286918589400000
1989,Bapco Energies,State-owned Entity,21.19627130189924200000
1990,Bapco Energies,State-owned Entity,21.30461240326961700000
1991,Bapco Energies,State-owned Entity,20.45452167236667500000
1992,Bapco Energies,State-owned Entity,32.96781591705544800000
1993,Bapco Energies,State-owned Entity,34.09529173808405600000
1994,Bapco Energies,State-owned Entity,34.37884490607477400000
1995,Bapco Energies,State-owned Entity,25.20526078444879300000
1996,Bapco Energies,State-owned Entity,25.56888255527906400000
1997,Bapco Energies,State-owned Entity,36.62721062915802000000
1998,Bapco Energies,State-owned Entity,37.49261098110579600000
1999,Bapco Energies,State-owned Entity,38.23707675731678700000
2000,Bapco Energies,State-owned Entity,43.42130116362103800000
2001,Bapco Energies,State-owned Entity,53.70977090299739000000
2002,Bapco Energies,State-owned Entity,54.47855259630333800000
2003,Bapco Energies,State-owned Entity,55.64479884209283600000
2004,Bapco Energies,State-owned Entity,60.31387313596841700000
2005,Bapco Energies,State-owned Entity,61.43847261273894800000
2006,Bapco Energies,State-owned Entity,54.51882738514715900000
2007,Bapco Energies,State-owned Entity,56.22125516456432200000
2008,Bapco Energies,State-owned Entity,58.36438111872716700000
2009,Bapco Energies,State-owned Entity,58.63497574925357850000
2010,Bapco Energies,State-owned Entity,59.37955370104957000000
2011,Bapco Energies,State-owned Entity,67.93819677980756100000
2012,Bapco Energies,State-owned Entity,64.77306020335005200000
2013,Bapco Energies,State-owned Entity,78.28957907968190500000
2014,Bapco Energies,State-owned Entity,90.07170481911396000000
2015,Bapco Energies,State-owned Entity,87.65344194852343600000
2016,Bapco Energies,State-owned Entity,85.77090076728178000000
2017,Bapco Energies,State-owned Entity,83.20097522664700560000
2018,Bapco Energies,State-owned Entity,84.13079905745612800000
2019,Bapco Energies,State-owned Entity,86.80192374272566800000
2020,Bapco Energies,State-owned Entity,84.03890310362408200000
2021,Bapco Energies,State-owned Entity,81.00307168637518900000
2022,Bapco Energies,State-owned Entity,71.38095390523563300000
1953,BASF,Investor-owned Company,4.86573361207767900000
1954,BASF,Investor-owned Company,4.80088509590897100000
1955,BASF,Investor-owned Company,4.65727361321572700000
1956,BASF,Investor-owned Company,5.27758558709911600000
1957,BASF,Investor-owned Company,5.46446053590185300000
1958,BASF,Investor-owned Company,6.03951042792952400000
1959,BASF,Investor-owned Company,6.76290429132251700000
1960,BASF,Investor-owned Company,7.70307064446942200000
1961,BASF,Investor-owned Company,8.17296125368630300000
1962,BASF,Investor-owned Company,8.09804088123151500000
1963,BASF,Investor-owned Company,8.74124794673624300000
1964,BASF,Investor-owned Company,8.75306166229311900000
1965,BASF,Investor-owned Company,8.31540857917846100000
1966,BASF,Investor-owned Company,7.84857862385616300000
1967,BASF,Investor-owned Company,7.29421805191093100000
1968,BASF,Investor-owned Company,7.29421805191093100000
1969,BASF,Investor-owned Company,13.08266904846686310000
1970,BASF,Investor-owned Company,13.16720712946494080000
1971,BASF,Investor-owned Company,16.05645956473584450000
1972,BASF,Investor-owned Company,17.11879802138559610000
1973,BASF,Investor-owned Company,17.34238960276783800000
1974,BASF,Investor-owned Company,16.82756477564213560000
1975,BASF,Investor-owned Company,16.89584901160292800000
1976,BASF,Investor-owned Company,17.96779718873658450000
1977,BASF,Investor-owned Company,18.26871645430330200000
1978,BASF,Investor-owned Company,19.14050159328340600000
1979,BASF,Investor-owned Company,20.45389079126924650000
1980,BASF,Investor-owned Company,20.05434936574382900000
1981,BASF,Investor-owned Company,20.69186276493002700000
1982,BASF,Investor-owned Company,21.23185994073899900000
1983,BASF,Investor-owned Company,21.59991336350466300000
1984,BASF,Investor-owned Company,23.40039316735661860000
1985,BASF,Investor-owned Company,23.28279550005324450000
1986,BASF,Investor-owned Company,21.56375821581694500000
1987,BASF,Investor-owned Company,23.57177273045338300000
1988,BASF,Investor-owned Company,24.33710529309917960000
1989,BASF,Investor-owned Company,25.08523800261944200000
1990,BASF,Investor-owned Company,25.88631754466907260000
1991,BASF,Investor-owned Company,19.00827344631157200000
1992,BASF,Investor-owned Company,18.59424139809004660000
1993,BASF,Investor-owned Company,18.92143738134602200000
1994,BASF,Investor-owned Company,21.73980401090047300000
1995,BASF,Investor-owned Company,23.49362920135695500000
1996,BASF,Investor-owned Company,27.77351682295846900000
1997,BASF,Investor-owned Company,24.06355964954206500000
1998,BASF,Investor-owned Company,26.31044625006869450000
1999,BASF,Investor-owned Company,31.77298702697680000000
2000,BASF,Investor-owned Company,32.90066882747028700000
2001,BASF,Investor-owned Company,37.48428641980609400000
2002,BASF,Investor-owned Company,37.70295759089162700000
2003,BASF,Investor-owned Company,42.53957229937879000000
2004,BASF,Investor-owned Company,44.36295422546699190150
2005,BASF,Investor-owned Company,46.07711241504651929900
2006,BASF,Investor-owned Company,62.89521846441341316600
2007,BASF,Investor-owned Company,62.19482586983815278400
2008,BASF,Investor-owned Company,66.07735986889940900000
2009,BASF,Investor-owned Company,70.24991382049123800000
2010,BASF,Investor-owned Company,69.30988445755670400000
2011,BASF,Investor-owned Company,55.37306873628381300000
2012,BASF,Investor-owned Company,57.24736664591901000000
2013,BASF,Investor-owned Company,63.21700602790912100000
2014,BASF,Investor-owned Company,72.12706525739850500000
2015,BASF,Investor-owned Company,81.03712449417691700000
2016,BASF,Investor-owned Company,89.93468430508289100000
2017,BASF,Investor-owned Company,87.65001411072700400000
2018,BASF,Investor-owned Company,91.48818985802542600000
2019,BASF,Investor-owned Company,96.05990851582550700000
2020,BASF,Investor-owned Company,96.99404052732464300000
2021,BASF,Investor-owned Company,98.75450486820739700000
2022,BASF,Investor-owned Company,92.96246333030014300000
1955,BHP,Investor-owned Company,5.72973199159652200000
1956,BHP,Investor-owned Company,6.06677504992573000000
1957,BHP,Investor-owned Company,7.24642575407795300000
1958,BHP,Investor-owned Company,7.63161782073990600000
1959,BHP,Investor-owned Company,8.11310790406734500000
1960,BHP,Investor-owned Company,8.49829997072929500000
1961,BHP,Investor-owned Company,8.69089600406027000000
1962,BHP,Investor-owned Company,10.03906823737710000000
1963,BHP,Investor-owned Company,10.49648381653816800000
1964,BHP,Investor-owned Company,11.36316596652755700000
1965,BHP,Investor-owned Company,12.83171072067624500000
1966,BHP,Investor-owned Company,14.32432997899130600000
1967,BHP,Investor-owned Company,14.25210646649219000000
1968,BHP,Investor-owned Company,14.68544754148688400000
1969,BHP,Investor-owned Company,16.19264487787431575300
1970,BHP,Investor-owned Company,22.65548410373127875000
1971,BHP,Investor-owned Company,32.37510533007300780000
1972,BHP,Investor-owned Company,44.02988283211487330000
1973,BHP,Investor-owned Company,44.58552071852904336000
1974,BHP,Investor-owned Company,51.00801064446765536000
1975,BHP,Investor-owned Company,49.12020903156447120000
1976,BHP,Investor-owned Company,55.98614183526868000000
1977,BHP,Investor-owned Company,58.94233617081586050000
1978,BHP,Investor-owned Company,62.90462717422434940000
1979,BHP,Investor-owned Company,59.58080442954628100000
1980,BHP,Investor-owned Company,54.03996340774691800000
1981,BHP,Investor-owned Company,57.69645465735337500000
1982,BHP,Investor-owned Company,97.87001642914465000000
1983,BHP,Investor-owned Company,109.17782834398734200000
1984,BHP,Investor-owned Company,91.15310032812993200000
1985,BHP,Investor-owned Company,135.73955239837056850000
1986,BHP,Investor-owned Company,146.14185128533294100000
1987,BHP,Investor-owned Company,147.10855453996787860000
1988,BHP,Investor-owned Company,142.81129291305980530000
1989,BHP,Investor-owned Company,144.35642978695173800000
1990,BHP,Investor-owned Company,152.47512260391197200000
1991,BHP,Investor-owned Company,167.09316960101265300000
1992,BHP,Investor-owned Company,162.54841927049973600000
1993,BHP,Investor-owned Company,195.51526506855063500000
1994,BHP,Investor-owned Company,188.63830643774804800000
1995,BHP,Investor-owned Company,205.05166599071081000000
1996,BHP,Investor-owned Company,176.76940243800282900000
1997,BHP,Investor-owned Company,186.97057429223151300000
1998,BHP,Investor-owned Company,201.69725566366308100000
1999,BHP,Investor-owned Company,285.88214752934318200000
2000,BHP,Investor-owned Company,367.40990827341635600000
2001,BHP,Investor-owned Company,377.97498590809161600000
2002,BHP,Investor-owned Company,344.19893509622732600000
2003,BHP,Investor-owned Company,347.06613267730121000000
2004,BHP,Investor-owned Company,360.62913072870147200000
2005,BHP,Investor-owned Company,367.47367102668417400000
2006,BHP,Investor-owned Company,358.01452535201333800000
2007,BHP,Investor-owned Company,368.82307275246332500000
2008,BHP,Investor-owned Company,350.23882128786526700000
2009,BHP,Investor-owned Company,322.71624523601006700000
2010,BHP,Investor-owned Company,333.18867032342701500000
2011,BHP,Investor-owned Company,327.78359049574519800000
2012,BHP,Investor-owned Company,361.02103402982663600000
2013,BHP,Investor-owned Company,384.04391011074860000000
2014,BHP,Investor-owned Company,317.08826344817090000000
2015,BHP,Investor-owned Company,330.62970971691977600000
2016,BHP,Investor-owned Company,308.79094525056067000000
2017,BHP,Investor-owned Company,275.85611963611249000000
2018,BHP,Investor-owned Company,276.37215756002868500000
2019,BHP,Investor-owned Company,252.81140716388850200000
2020,BHP,Investor-owned Company,222.57077283591727800000
2021,BHP,Investor-owned Company,209.41208761334381600000
2022,BHP,Investor-owned Company,191.91030939312200800000
1913,BP,Investor-owned Company,1.74664718831273040000
1914,BP,Investor-owned Company,2.03131619409396170000
1915,BP,Investor-owned Company,2.31598519947641450000
1916,BP,Investor-owned Company,2.60065420525764600000
1917,BP,Investor-owned Company,2.88532321064009970000
1918,BP,Investor-owned Company,3.28599505936316800000
1919,BP,Investor-owned Company,4.18704895429523810000
1920,BP,Investor-owned Company,6.92956943499101566000
1921,BP,Investor-owned Company,10.98097812754435597000
1922,BP,Investor-owned Company,15.17536902853026748000
1923,BP,Investor-owned Company,18.54353171643236470000
1924,BP,Investor-owned Company,21.27435289681830167000
1925,BP,Investor-owned Company,28.70153335424550580000
1926,BP,Investor-owned Company,35.99613167087424000000
1927,BP,Investor-owned Company,43.50846272464006610000
1928,BP,Investor-owned Company,45.65470594850286930000
1929,BP,Investor-owned Company,45.19154285186437000000
1930,BP,Investor-owned Company,46.87948956284978060000
1931,BP,Investor-owned Company,39.46481746984405000000
1932,BP,Investor-owned Company,32.13532288199204140000
1933,BP,Investor-owned Company,27.59071749731491540000
1934,BP,Investor-owned Company,30.34877462790785150000
1935,BP,Investor-owned Company,32.59699681941913210000
1936,BP,Investor-owned Company,38.54879198595591080000
1937,BP,Investor-owned Company,47.01972440690012800000
1938,BP,Investor-owned Company,46.15357526303402270000
1939,BP,Investor-owned Company,44.64617330306462134000
1940,BP,Investor-owned Company,42.53705067464872663000
